Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 14:06:04,1,6.637,0.0,0.002
12/10/2023 14:06:04,2,4.693,0.213,1.0
12/10/2023 14:07:09,3,10.707,0.473,5.063
12/10/2023 14:07:09,4,10.651,0.473,5.036
12/10/2023 14:07:19,1,6.637,0.0,0.002
12/10/2023 14:07:19,2,4.693,0.213,1.0
12/10/2023 14:07:20,3,10.707,0.473,5.063
12/10/2023 14:07:20,4,10.651,0.473,5.037
12/10/2023 14:07:31,1,6.637,0.0,0.002
12/10/2023 14:07:31,2,4.693,0.213,1.0
12/10/2023 14:07:31,3,10.707,0.473,5.063
12/10/2023 14:07:32,4,10.651,0.473,5.037
12/10/2023 14:07:42,1,6.637,0.0,0.002
12/10/2023 14:07:43,2,4.693,0.213,1.0
12/10/2023 14:07:43,3,10.707,0.473,5.063
12/10/2023 14:07:43,4,10.651,0.473,5.037
12/10/2023 14:07:53,1,6.637,0.0,0.002
12/10/2023 14:07:53,2,4.693,0.213,1.0
12/10/2023 14:07:54,3,10.707,0.472,5.055
12/10/2023 14:07:54,4,10.651,0.473,5.038
12/10/2023 14:08:04,1,6.637,0.0,0.002
12/10/2023 14:08:04,2,4.693,0.213,1.0
12/10/2023 14:08:05,3,10.707,0.477,5.112
12/10/2023 14:08:05,4,10.651,0.0,0.001
12/10/2023 14:08:15,1,6.637,0.0,0.002
12/10/2023 14:08:15,2,4.693,0.213,1.0
12/10/2023 14:08:15,3,10.707,0.477,5.104
12/10/2023 14:08:16,4,10.651,0.0,0.001
12/10/2023 14:08:26,1,6.637,0.0,0.002
12/10/2023 14:08:26,2,4.693,0.213,1.0
12/10/2023 14:08:26,3,10.707,0.477,5.105
12/10/2023 14:08:26,4,10.651,0.0,0.001
12/10/2023 14:08:37,1,6.637,0.0,0.002
12/10/2023 14:08:37,2,4.693,0.213,1.0
12/10/2023 14:08:37,3,10.707,0.477,5.106
12/10/2023 14:08:37,4,10.651,0.0,0.002
12/10/2023 14:08:48,1,6.637,0.0,0.002
12/10/2023 14:08:48,2,4.693,0.213,1.0
12/10/2023 14:08:48,3,10.707,0.477,5.107
12/10/2023 14:08:48,4,10.651,0.0,0.001
12/10/2023 14:08:59,1,6.637,0.0,0.002
12/10/2023 14:08:59,2,4.693,0.213,1.0
12/10/2023 14:08:59,3,10.707,0.477,5.107
12/10/2023 14:08:59,4,10.651,0.0,0.001
12/10/2023 14:09:09,1,6.637,0.0,0.002
12/10/2023 14:09:10,2,4.693,0.213,1.0
12/10/2023 14:09:10,3,10.707,0.477,5.108
12/10/2023 14:09:10,4,10.651,0.0,0.001
12/10/2023 14:09:20,1,6.637,0.0,0.002
12/10/2023 14:09:20,2,4.693,0.213,1.0
12/10/2023 14:09:21,3,10.707,0.477,5.108
12/10/2023 14:09:21,4,10.651,0.0,0.001
12/10/2023 14:09:31,1,6.637,0.0,0.002
12/10/2023 14:09:31,2,4.693,0.213,1.0
12/10/2023 14:09:31,3,10.707,0.477,5.107
12/10/2023 14:09:31,4,10.651,0.0,0.001
12/10/2023 14:09:42,1,6.637,0.0,0.002
12/10/2023 14:09:42,2,4.693,0.213,1.0
12/10/2023 14:09:42,3,10.707,0.477,5.108
12/10/2023 14:09:42,4,10.651,0.0,0.001
12/10/2023 14:09:53,1,6.637,0.0,0.002
12/10/2023 14:09:53,2,4.693,0.213,1.0
12/10/2023 14:09:53,3,10.707,0.477,5.108
12/10/2023 14:09:53,4,10.651,0.0,0.001
12/10/2023 14:10:04,1,6.637,0.0,0.002
12/10/2023 14:10:04,2,4.693,0.213,1.0
12/10/2023 14:10:04,3,10.707,0.475,5.09
12/10/2023 14:10:05,4,10.651,0.0,0.001
12/10/2023 14:10:15,1,6.637,0.0,0.002
12/10/2023 14:10:15,2,4.693,0.213,1.0
12/10/2023 14:10:15,3,10.707,0.474,5.073
12/10/2023 14:10:15,4,10.651,0.0,0.001
