Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 11:59:41,2,10.498,0.476,5.001
13/10/2023 11:59:44,2,10.497,0.476,5.0
13/10/2023 11:59:47,2,10.497,0.476,5.0
13/10/2023 11:59:51,2,10.497,0.476,5.001
13/10/2023 11:59:54,2,10.496,0.476,4.999
13/10/2023 11:59:57,2,10.497,0.476,5.001
13/10/2023 12:00:01,2,10.496,0.476,5.0
13/10/2023 12:00:04,2,10.496,0.476,5.0
13/10/2023 12:00:07,2,10.496,0.476,5.0
13/10/2023 12:00:10,2,10.496,0.476,5.0
13/10/2023 12:00:14,2,10.496,0.476,5.0
13/10/2023 12:00:17,2,10.496,0.476,5.0
13/10/2023 12:00:20,2,10.496,0.476,5.0
13/10/2023 12:00:23,2,10.496,0.476,5.0
13/10/2023 12:00:27,2,10.496,0.476,5.0
13/10/2023 12:00:30,2,10.496,0.476,5.0
13/10/2023 12:00:33,2,10.496,0.476,5.0
13/10/2023 12:00:37,2,10.496,0.476,5.0
13/10/2023 12:00:40,2,10.496,0.476,5.0
13/10/2023 12:00:43,2,10.496,0.476,5.0
13/10/2023 12:00:46,2,10.496,0.476,5.0
13/10/2023 12:00:50,2,10.496,0.476,5.0
13/10/2023 12:00:53,2,10.496,0.476,5.0
13/10/2023 12:00:57,2,10.496,0.476,5.001
13/10/2023 12:01:00,2,10.495,0.476,5.0
13/10/2023 12:01:04,2,10.495,0.476,5.0
13/10/2023 12:01:07,2,10.495,0.476,5.0
13/10/2023 12:01:10,2,10.495,0.476,5.0
13/10/2023 12:01:13,2,10.495,0.476,5.0
13/10/2023 12:01:17,2,10.495,0.476,5.0
13/10/2023 12:01:20,2,10.495,0.476,5.0
13/10/2023 12:01:23,2,10.495,0.476,5.0
13/10/2023 12:01:59,2,10.495,0.476,5.001
13/10/2023 12:02:03,2,10.494,0.476,4.999
13/10/2023 12:02:06,2,10.495,0.476,5.001
13/10/2023 12:02:09,2,10.495,0.476,5.001
13/10/2023 12:02:13,2,10.495,0.476,5.001
13/10/2023 12:02:16,2,10.494,0.476,5.0
13/10/2023 12:02:19,2,10.494,0.476,5.0
13/10/2023 12:02:22,2,10.494,0.476,5.0
13/10/2023 12:02:26,2,10.494,0.476,5.0
13/10/2023 12:02:29,2,10.494,0.476,5.0
13/10/2023 12:02:32,2,10.494,0.476,5.0
13/10/2023 12:02:36,2,10.496,0.477,5.002
13/10/2023 12:02:39,2,10.493,0.476,4.999
13/10/2023 12:02:42,2,10.495,0.476,5.0
13/10/2023 12:02:46,2,10.494,0.476,5.0
13/10/2023 12:02:49,2,10.494,0.476,5.0
13/10/2023 12:03:07,2,10.494,0.476,5.0
13/10/2023 12:03:10,2,10.494,0.476,5.0
13/10/2023 12:03:14,2,10.494,0.476,5.0
13/10/2023 12:03:17,2,10.494,0.476,5.0
13/10/2023 12:03:20,2,10.494,0.476,5.0
13/10/2023 12:03:24,2,10.494,0.476,5.0
13/10/2023 12:03:27,2,10.494,0.476,5.0
13/10/2023 12:03:31,2,10.494,0.476,5.0
13/10/2023 12:03:34,2,10.494,0.476,5.0
13/10/2023 12:03:37,2,10.494,0.476,5.0
13/10/2023 12:03:40,2,10.494,0.476,5.0
13/10/2023 12:03:44,2,10.494,0.476,5.0
13/10/2023 12:03:48,2,10.494,0.476,5.0
13/10/2023 12:03:51,2,10.494,0.476,5.0
13/10/2023 12:03:54,2,10.494,0.476,5.0
13/10/2023 12:03:58,2,10.494,0.476,5.0
13/10/2023 12:04:01,2,10.494,0.476,5.0
13/10/2023 12:04:05,2,10.494,0.476,5.0
13/10/2023 12:04:08,2,10.494,0.476,5.0
13/10/2023 12:04:11,2,10.494,0.476,5.0
13/10/2023 12:04:14,2,10.494,0.476,5.0
13/10/2023 12:04:18,2,10.494,0.476,5.0
13/10/2023 12:04:21,2,10.494,0.476,5.0
13/10/2023 12:04:24,2,10.494,0.476,5.0
13/10/2023 12:04:27,2,10.494,0.476,5.0
13/10/2023 12:04:31,2,10.494,0.476,5.0
13/10/2023 12:04:34,2,10.494,0.476,5.0
13/10/2023 12:04:37,2,10.494,0.476,5.0
13/10/2023 12:04:41,2,10.494,0.476,5.0
13/10/2023 12:04:44,2,10.494,0.476,5.0
13/10/2023 12:04:47,2,10.494,0.476,5.0
13/10/2023 12:04:51,2,10.494,0.476,5.0
13/10/2023 12:04:54,2,10.494,0.476,5.0
13/10/2023 12:04:57,2,10.494,0.476,5.0
13/10/2023 12:05:01,2,10.494,0.476,5.0
13/10/2023 12:05:04,2,10.494,0.476,5.0
13/10/2023 12:05:07,2,10.494,0.476,5.0
13/10/2023 12:05:11,2,10.494,0.476,5.0
13/10/2023 12:05:14,2,10.494,0.476,5.0
13/10/2023 12:05:17,2,10.494,0.476,5.0
13/10/2023 12:05:20,2,10.494,0.476,5.0
13/10/2023 12:05:24,2,10.494,0.476,5.0
13/10/2023 12:05:27,2,10.494,0.476,5.0
13/10/2023 12:05:30,2,10.494,0.476,5.0
13/10/2023 12:05:33,2,10.494,0.476,5.0
13/10/2023 12:05:37,2,10.494,0.476,5.0
13/10/2023 12:05:40,2,10.494,0.476,5.0
13/10/2023 12:05:43,2,10.494,0.476,5.0
13/10/2023 12:05:47,2,10.494,0.476,5.0
13/10/2023 12:05:50,2,10.494,0.476,5.0
13/10/2023 12:05:53,2,10.494,0.476,5.0
13/10/2023 12:05:57,2,10.494,0.476,5.0
13/10/2023 12:06:00,2,10.494,0.476,5.0
13/10/2023 12:06:03,2,10.494,0.476,5.0
