Zeit,Kanal,Spannung,Strom,Leistung
17/10/2023 11:45:04,2,6.637,0.301,2.0
17/10/2023 11:45:04,3,9.522,0.42,3.997
17/10/2023 11:45:08,2,6.637,0.301,2.0
17/10/2023 11:45:08,3,9.527,0.419,3.995
17/10/2023 11:45:12,2,6.637,0.301,2.0
17/10/2023 11:45:12,3,9.534,0.419,3.999
17/10/2023 11:45:17,2,6.637,0.301,2.0
17/10/2023 11:45:17,3,9.538,0.419,3.995
17/10/2023 11:45:21,2,6.637,0.301,2.0
17/10/2023 11:45:21,3,9.543,0.418,3.991
17/10/2023 11:45:25,2,6.637,0.301,2.0
17/10/2023 11:45:25,3,9.547,0.42,4.01
17/10/2023 11:45:30,2,6.639,0.301,2.001
17/10/2023 11:45:30,3,9.535,0.42,4.004
17/10/2023 11:45:34,2,6.637,0.301,2.0
17/10/2023 11:45:34,3,9.529,0.419,3.992
17/10/2023 11:45:38,2,6.637,0.301,1.999
17/10/2023 11:45:39,3,9.547,0.42,4.009
17/10/2023 11:45:43,2,6.639,0.301,2.001
17/10/2023 11:45:43,3,9.537,0.421,4.013
17/10/2023 11:45:47,2,6.637,0.301,1.999
17/10/2023 11:45:47,3,9.519,0.42,4.003
17/10/2023 11:45:52,2,6.639,0.301,2.001
17/10/2023 11:45:52,3,9.517,0.421,4.005
17/10/2023 11:45:56,2,6.637,0.301,1.999
17/10/2023 11:45:56,3,9.512,0.419,3.99
17/10/2023 11:46:00,2,6.639,0.301,2.001
17/10/2023 11:46:00,3,9.527,0.418,3.977
17/10/2023 11:46:05,2,6.638,0.301,2.0
17/10/2023 11:46:05,3,9.554,0.418,3.994
17/10/2023 11:46:09,2,6.638,0.301,2.0
17/10/2023 11:46:09,3,9.561,0.42,4.019
17/10/2023 11:46:14,2,6.638,0.301,2.0
17/10/2023 11:46:14,3,9.536,0.421,4.012
17/10/2023 11:46:18,2,6.638,0.301,2.0
17/10/2023 11:46:18,3,9.522,0.421,4.006
17/10/2023 11:46:22,2,6.638,0.301,2.0
17/10/2023 11:46:22,3,9.516,0.419,3.992
17/10/2023 11:46:27,2,6.638,0.301,2.0
17/10/2023 11:46:27,3,9.528,0.42,4.0
17/10/2023 11:46:31,2,6.638,0.301,2.0
17/10/2023 11:46:31,3,9.528,0.418,3.985
17/10/2023 11:46:35,2,6.638,0.301,2.0
17/10/2023 11:46:36,3,9.546,0.42,4.009
17/10/2023 11:46:40,2,6.638,0.301,2.0
17/10/2023 11:46:40,3,9.534,0.417,3.974
17/10/2023 11:46:44,2,6.638,0.301,2.0
17/10/2023 11:46:44,3,9.565,0.419,4.005
17/10/2023 11:46:49,2,6.638,0.301,2.0
17/10/2023 11:46:49,3,9.559,0.418,4.0
