Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 12:57:21,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:21,3,6.637,0.2859,1.8975182999999998
12/10/2023 12:57:22,4,4.72,0.2078,0.980816
12/10/2023 12:57:23,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:23,3,6.637,0.2859,1.8975182999999998
12/10/2023 12:57:23,4,4.72,0.2078,0.980816
12/10/2023 12:57:24,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:27,3,6.637,0.2856,1.8955272
12/10/2023 12:57:27,4,4.72,0.2078,0.980816
12/10/2023 12:57:28,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:28,3,6.637,0.2855,1.8948634999999998
12/10/2023 12:57:28,4,4.72,0.2078,0.980816
12/10/2023 12:57:29,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:30,3,6.637,0.2854,1.8941997999999998
12/10/2023 12:57:30,4,4.72,0.2078,0.980816
12/10/2023 12:57:31,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:31,3,6.637,0.2854,1.8941997999999998
12/10/2023 12:57:31,4,4.72,0.2078,0.980816
12/10/2023 12:57:33,2,6.637,0.3011,1.9984006999999997
12/10/2023 12:57:33,3,6.637,0.2852,1.8928724
12/10/2023 12:57:33,4,4.72,0.2078,0.980816
