Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 11:12:58,2,10.491,0.477,5.0
13/10/2023 11:12:58,3,6.759,0.296,2.001
13/10/2023 11:12:59,2,10.491,0.477,5.0
13/10/2023 11:12:59,3,6.756,0.296,2.002
13/10/2023 11:13:01,2,10.491,0.477,5.0
13/10/2023 11:13:01,3,6.752,0.296,2.002
13/10/2023 11:13:02,2,10.49,0.477,5.0
13/10/2023 11:13:03,3,6.75,0.296,2.001
13/10/2023 11:13:04,2,10.49,0.477,5.0
13/10/2023 11:13:04,3,6.748,0.296,2.001
13/10/2023 11:13:05,2,10.49,0.477,5.0
13/10/2023 11:13:05,3,6.748,0.296,2.001
13/10/2023 11:13:07,2,10.49,0.477,5.0
13/10/2023 11:13:07,3,6.747,0.296,2.0
13/10/2023 11:13:08,2,10.49,0.477,5.0
13/10/2023 11:13:08,3,6.747,0.296,2.0
13/10/2023 11:13:09,2,10.49,0.477,5.0
13/10/2023 11:13:10,3,6.746,0.296,2.0
13/10/2023 11:13:11,2,10.49,0.477,5.0
13/10/2023 11:13:11,3,6.746,0.296,2.0
13/10/2023 11:14:16,2,10.49,0.477,5.0
13/10/2023 11:14:16,3,6.717,0.298,2.001
13/10/2023 11:14:17,2,10.49,0.477,5.0
13/10/2023 11:14:17,3,6.716,0.297,1.998
13/10/2023 11:14:19,2,10.49,0.477,5.0
13/10/2023 11:14:19,3,6.725,0.298,2.002
13/10/2023 11:14:20,2,10.49,0.477,5.0
13/10/2023 11:14:20,3,6.721,0.298,2.002
13/10/2023 11:14:21,2,10.49,0.477,5.0
13/10/2023 11:14:22,3,6.72,0.298,2.001
13/10/2023 11:14:23,2,10.49,0.477,5.0
13/10/2023 11:14:23,3,6.718,0.298,2.0
13/10/2023 11:14:25,2,10.49,0.477,5.0
13/10/2023 11:14:25,3,6.721,0.297,1.998
13/10/2023 11:14:27,2,10.49,0.477,5.0
13/10/2023 11:14:27,3,6.722,0.298,2.002
13/10/2023 11:14:28,2,10.49,0.477,5.0
13/10/2023 11:14:29,3,6.719,0.298,2.001
13/10/2023 11:14:30,2,10.49,0.477,5.0
13/10/2023 11:14:31,3,6.718,0.298,1.999
13/10/2023 11:14:32,2,10.49,0.477,5.0
13/10/2023 11:14:32,3,6.721,0.298,2.0
13/10/2023 11:14:33,2,10.49,0.477,5.0
13/10/2023 11:14:33,3,6.723,0.298,2.002
13/10/2023 11:14:35,2,10.49,0.477,5.0
13/10/2023 11:14:35,3,6.72,0.298,2.001
13/10/2023 11:14:36,2,10.49,0.477,5.0
13/10/2023 11:14:36,3,6.719,0.298,2.001
13/10/2023 11:14:38,2,10.49,0.477,5.0
13/10/2023 11:14:38,3,6.719,0.298,2.001
13/10/2023 11:14:39,2,10.49,0.477,5.0
13/10/2023 11:14:39,3,6.718,0.298,1.999
13/10/2023 11:14:41,2,10.49,0.477,5.0
13/10/2023 11:14:41,3,6.721,0.297,1.999
13/10/2023 11:14:42,2,10.49,0.477,5.0
13/10/2023 11:14:43,3,6.726,0.298,2.002
13/10/2023 11:14:44,2,10.49,0.477,5.0
13/10/2023 11:14:44,3,6.724,0.298,2.002
13/10/2023 11:14:45,2,10.49,0.477,5.0
13/10/2023 11:14:45,3,6.721,0.298,2.001
