Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 11:16:27,2,10.49,0.477,5.001
13/10/2023 11:16:27,3,6.712,0.299,2.004
13/10/2023 11:16:37,2,10.49,0.477,5.001
13/10/2023 11:16:37,3,6.712,0.299,2.004
13/10/2023 11:16:47,2,10.49,0.477,5.001
13/10/2023 11:16:48,3,6.712,0.299,2.005
13/10/2023 11:16:58,2,10.49,0.477,5.001
13/10/2023 11:16:58,3,6.712,0.299,2.005
13/10/2023 11:17:09,2,10.49,0.477,5.001
13/10/2023 11:17:09,3,6.712,0.298,2.003
13/10/2023 11:17:19,2,10.49,0.477,5.001
13/10/2023 11:17:19,3,6.712,0.298,2.004
13/10/2023 11:17:30,2,10.49,0.477,5.001
13/10/2023 11:17:30,3,6.712,0.298,2.001
13/10/2023 11:17:40,2,10.49,0.477,5.001
13/10/2023 11:17:40,3,6.712,0.298,2.001
13/10/2023 11:17:51,2,10.49,0.477,5.001
13/10/2023 11:17:51,3,6.712,0.298,2.002
13/10/2023 11:18:02,2,10.49,0.477,5.001
13/10/2023 11:18:02,3,6.712,0.298,2.002
13/10/2023 11:18:12,2,10.49,0.477,5.001
13/10/2023 11:18:13,3,6.712,0.298,2.002
13/10/2023 11:18:23,2,10.49,0.477,5.001
13/10/2023 11:18:23,3,6.712,0.298,2.0
13/10/2023 11:18:34,2,10.49,0.477,5.001
13/10/2023 11:18:34,3,6.712,0.298,2.002
13/10/2023 11:18:45,2,10.49,0.477,5.001
13/10/2023 11:18:45,3,6.712,0.298,2.002
13/10/2023 11:18:55,2,10.49,0.477,5.001
13/10/2023 11:18:55,3,6.712,0.298,2.002
13/10/2023 11:19:05,2,10.49,0.477,5.001
13/10/2023 11:19:05,3,6.712,0.298,2.002
13/10/2023 11:19:26,2,10.49,0.477,5.001
13/10/2023 11:19:26,3,6.712,0.298,2.002
13/10/2023 11:19:36,2,10.49,0.477,5.001
13/10/2023 11:19:36,3,6.712,0.298,2.002
13/10/2023 11:19:47,2,10.49,0.477,5.001
13/10/2023 11:19:47,3,6.712,0.298,2.002
13/10/2023 11:19:57,2,10.49,0.477,5.001
13/10/2023 11:19:57,3,6.712,0.298,2.002
13/10/2023 11:20:08,2,10.49,0.477,5.001
13/10/2023 11:20:08,3,6.712,0.298,2.002
13/10/2023 11:20:19,2,10.49,0.477,5.001
13/10/2023 11:20:19,3,6.712,0.298,2.002
13/10/2023 11:20:29,2,10.49,0.477,5.001
13/10/2023 11:20:29,3,6.712,0.298,2.002
13/10/2023 11:20:39,2,10.49,0.477,5.001
13/10/2023 11:20:39,3,6.712,0.298,2.002
13/10/2023 11:20:50,2,10.49,0.477,5.001
13/10/2023 11:20:50,3,6.712,0.298,2.002
13/10/2023 11:21:00,2,10.49,0.477,5.001
13/10/2023 11:21:00,3,6.712,0.298,2.002
13/10/2023 11:21:10,2,10.49,0.477,5.001
13/10/2023 11:21:11,3,6.712,0.298,2.003
13/10/2023 11:21:21,2,10.49,0.477,5.001
13/10/2023 11:21:21,3,6.712,0.298,2.004
13/10/2023 11:21:31,2,10.49,0.477,5.001
13/10/2023 11:21:31,3,6.712,0.298,2.004
13/10/2023 11:21:42,2,10.49,0.477,5.001
13/10/2023 11:21:42,3,6.712,0.298,2.003
13/10/2023 11:21:53,2,10.49,0.477,5.001
13/10/2023 11:21:53,3,6.712,0.298,2.004
13/10/2023 11:22:03,2,10.49,0.477,5.001
13/10/2023 11:22:03,3,6.712,0.298,2.004
13/10/2023 11:22:13,2,10.49,0.477,5.001
13/10/2023 11:22:14,3,6.712,0.298,2.002
13/10/2023 11:22:24,2,10.49,0.477,5.001
13/10/2023 11:22:24,3,6.712,0.298,2.002
13/10/2023 11:22:34,2,10.49,0.477,5.001
13/10/2023 11:22:35,3,6.712,0.298,2.002
13/10/2023 11:22:45,2,10.49,0.477,5.001
13/10/2023 11:22:45,3,6.712,0.298,2.002
13/10/2023 11:23:26,2,10.49,0.477,5.001
13/10/2023 11:23:26,3,6.712,0.298,2.002
