Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 11:29:47,2,8.128,0.369,3.0
13/10/2023 11:29:47,3,4.74,0.211,0.999
13/10/2023 11:29:49,2,4.693,0.213,1.001
13/10/2023 11:29:49,3,6.709,0.298,1.998
13/10/2023 11:29:52,2,4.692,0.213,1.0
13/10/2023 11:29:52,3,6.712,0.298,2.0
13/10/2023 11:29:54,2,4.692,0.213,1.0
13/10/2023 11:29:54,3,6.714,0.298,2.001
13/10/2023 11:29:57,2,4.692,0.213,1.0
13/10/2023 11:29:57,3,6.712,0.298,2.001
13/10/2023 11:29:59,2,4.692,0.213,1.0
13/10/2023 11:29:59,3,6.711,0.298,2.001
13/10/2023 11:30:02,2,4.692,0.213,1.0
13/10/2023 11:30:02,3,6.71,0.298,2.0
13/10/2023 11:30:04,2,4.692,0.213,1.0
13/10/2023 11:30:04,3,6.709,0.298,2.0
