Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 11:28:49,2,6.636,0.301,2.0
13/10/2023 11:28:50,3,8.218,0.364,2.991
13/10/2023 11:28:51,2,8.128,0.362,2.939
13/10/2023 11:28:51,3,4.753,0.211,1.001
13/10/2023 11:28:52,2,8.128,0.369,3.0
13/10/2023 11:28:52,3,4.751,0.211,1.001
13/10/2023 11:28:54,2,8.128,0.369,3.0
13/10/2023 11:28:54,3,4.75,0.211,1.001
13/10/2023 11:28:55,2,8.129,0.369,3.001
13/10/2023 11:28:55,3,4.749,0.211,1.001
13/10/2023 11:28:57,2,8.128,0.369,3.0
13/10/2023 11:28:57,3,4.748,0.211,1.0
13/10/2023 11:28:58,2,8.129,0.369,3.0
13/10/2023 11:28:59,3,4.748,0.211,1.0
13/10/2023 11:29:00,2,8.128,0.369,3.0
13/10/2023 11:29:00,3,4.748,0.211,1.0
13/10/2023 11:29:02,2,8.128,0.369,3.0
13/10/2023 11:29:02,3,4.747,0.211,1.0
13/10/2023 11:29:03,2,8.128,0.369,3.0
13/10/2023 11:29:03,3,4.747,0.211,1.0
13/10/2023 11:29:05,2,8.128,0.369,3.0
13/10/2023 11:29:05,3,4.747,0.211,1.0
13/10/2023 11:29:06,2,8.128,0.369,3.0
13/10/2023 11:29:06,3,4.747,0.211,1.0
13/10/2023 11:29:08,2,8.128,0.369,3.0
13/10/2023 11:29:08,3,4.747,0.211,1.001
13/10/2023 11:29:09,2,8.128,0.369,3.0
13/10/2023 11:29:09,3,4.747,0.211,1.001
13/10/2023 11:29:11,2,8.128,0.369,3.0
13/10/2023 11:29:11,3,4.745,0.211,1.0
13/10/2023 11:29:13,2,8.128,0.369,3.0
13/10/2023 11:29:14,3,4.745,0.211,1.001
13/10/2023 11:29:15,2,8.128,0.369,3.0
13/10/2023 11:29:15,3,4.744,0.211,1.001
13/10/2023 11:29:16,2,8.128,0.369,3.0
13/10/2023 11:29:17,3,4.743,0.211,1.0
13/10/2023 11:29:18,2,8.128,0.369,3.0
13/10/2023 11:29:18,3,4.744,0.211,1.0
13/10/2023 11:29:20,2,8.128,0.369,3.0
13/10/2023 11:29:20,3,4.742,0.211,1.0
13/10/2023 11:29:21,2,8.128,0.369,3.0
13/10/2023 11:29:21,3,4.742,0.211,1.001
13/10/2023 11:29:23,2,8.128,0.369,3.0
13/10/2023 11:29:23,3,4.742,0.211,1.001
13/10/2023 11:29:25,2,8.128,0.369,3.0
13/10/2023 11:29:25,3,4.741,0.211,1.0
13/10/2023 11:29:26,2,8.128,0.369,3.0
13/10/2023 11:29:26,3,4.741,0.211,1.0
13/10/2023 11:29:28,2,8.128,0.369,3.0
13/10/2023 11:29:28,3,4.742,0.211,1.0
13/10/2023 11:29:29,2,8.128,0.369,3.0
13/10/2023 11:29:30,3,4.743,0.211,1.001
13/10/2023 11:29:31,2,8.128,0.369,3.0
13/10/2023 11:29:31,3,4.741,0.211,1.0
