Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 13:31:45,2,4.693,0.213,1.0
12/10/2023 13:31:45,3,10.707,0.476,5.093
12/10/2023 13:31:45,4,10.651,0.468,4.98
12/10/2023 13:31:55,2,4.693,0.213,1.0
12/10/2023 13:31:56,3,10.707,0.475,5.091
12/10/2023 13:31:56,4,10.651,0.468,4.985
12/10/2023 13:32:06,2,4.693,0.213,1.0
12/10/2023 13:32:06,3,10.707,0.476,5.093
12/10/2023 13:32:07,4,10.651,0.469,4.99
12/10/2023 13:32:17,2,4.693,0.213,1.0
12/10/2023 13:32:17,3,10.707,0.476,5.098
12/10/2023 13:32:17,4,10.651,0.469,4.996
12/10/2023 13:32:28,2,4.693,0.213,1.0
12/10/2023 13:32:28,3,10.707,0.476,5.1
12/10/2023 13:32:28,4,10.651,0.469,4.994
12/10/2023 13:32:39,2,4.693,0.213,1.0
12/10/2023 13:32:39,3,10.707,0.476,5.097
12/10/2023 13:32:39,4,10.651,0.469,4.995
12/10/2023 13:32:50,2,4.693,0.213,1.0
12/10/2023 13:32:50,3,10.707,0.477,5.104
12/10/2023 13:32:50,4,10.651,0.469,4.994
12/10/2023 13:33:00,2,4.693,0.213,1.0
12/10/2023 13:33:01,3,10.707,0.477,5.103
12/10/2023 13:33:01,4,10.651,0.469,4.995
