Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 14:48:31,1,8.341,0.36,3.001
12/10/2023 14:48:31,2,4.693,0.213,1.0
12/10/2023 14:48:31,3,8.252,0.364,3.001
12/10/2023 14:48:31,4,10.651,0.0,0.002
12/10/2023 14:48:42,1,8.332,0.36,2.997
12/10/2023 14:48:42,2,4.693,0.213,1.0
12/10/2023 14:48:42,3,8.276,0.362,2.999
12/10/2023 14:48:42,4,10.651,0.0,0.002
12/10/2023 14:49:01,1,8.341,0.36,3.003
12/10/2023 14:49:01,2,4.693,0.213,1.0
12/10/2023 14:49:01,3,8.275,0.363,3.004
12/10/2023 14:49:02,4,10.651,0.0,0.001
12/10/2023 14:49:12,1,8.332,0.36,3.001
12/10/2023 14:49:12,2,4.693,0.213,1.0
12/10/2023 14:49:12,3,8.27,0.363,3.0
12/10/2023 14:49:12,4,10.651,0.0,0.001
12/10/2023 14:49:22,1,8.337,0.36,3.003
12/10/2023 14:49:23,2,4.693,0.213,1.0
12/10/2023 14:49:23,3,8.269,0.363,3.0
12/10/2023 14:49:23,4,10.651,0.0,0.001
12/10/2023 14:49:33,1,8.329,0.36,2.998
12/10/2023 14:49:33,2,4.693,0.213,1.0
12/10/2023 14:49:34,3,8.269,0.363,3.0
12/10/2023 14:49:34,4,10.651,0.0,0.001
12/10/2023 14:49:45,1,8.33,0.36,3.0
12/10/2023 14:49:45,2,4.693,0.213,1.0
12/10/2023 14:49:45,3,8.269,0.363,3.0
12/10/2023 14:49:45,4,10.651,0.0,0.001
12/10/2023 14:49:56,1,8.329,0.36,3.003
12/10/2023 14:49:56,2,4.693,0.213,1.0
12/10/2023 14:49:56,3,8.269,0.363,3.0
12/10/2023 14:49:56,4,10.651,0.0,0.001
12/10/2023 14:50:06,1,8.316,0.361,2.999
12/10/2023 14:50:07,2,4.693,0.213,1.0
12/10/2023 14:50:07,3,8.276,0.363,3.002
12/10/2023 14:50:07,4,10.651,0.0,0.001
12/10/2023 14:50:18,1,8.311,0.361,3.001
12/10/2023 14:50:18,2,4.693,0.213,1.0
12/10/2023 14:50:18,3,8.275,0.363,3.001
12/10/2023 14:50:18,4,10.651,0.0,0.001
12/10/2023 14:50:28,1,8.302,0.362,3.002
12/10/2023 14:50:29,2,4.693,0.213,1.0
12/10/2023 14:50:29,3,8.276,0.363,3.001
12/10/2023 14:50:29,4,10.651,0.0,0.001
12/10/2023 14:50:43,1,8.301,0.361,2.999
12/10/2023 14:50:43,2,4.693,0.213,1.0
12/10/2023 14:50:43,3,8.275,0.362,3.0
12/10/2023 14:50:44,4,10.651,0.0,0.001
12/10/2023 14:50:54,1,8.3,0.362,3.005
12/10/2023 14:50:54,2,4.693,0.213,1.0
12/10/2023 14:50:54,3,8.286,0.361,2.992
12/10/2023 14:50:54,4,10.651,0.0,0.001
12/10/2023 14:51:04,1,8.295,0.362,3.002
12/10/2023 14:51:05,2,4.693,0.213,1.0
12/10/2023 14:51:05,3,8.298,0.362,3.003
12/10/2023 14:51:05,4,10.651,0.0,0.001
12/10/2023 14:51:20,1,8.295,0.362,3.003
12/10/2023 14:51:20,2,4.693,0.213,1.0
12/10/2023 14:51:20,3,8.297,0.362,3.002
12/10/2023 14:51:20,4,10.651,0.0,0.001
12/10/2023 14:51:31,1,8.303,0.361,2.999
12/10/2023 14:51:31,2,4.693,0.213,1.0
12/10/2023 14:51:31,3,8.328,0.361,3.01
12/10/2023 14:51:31,4,10.651,0.0,0.001
12/10/2023 14:51:41,1,8.312,0.361,3.003
12/10/2023 14:51:42,2,4.693,0.213,1.0
12/10/2023 14:51:42,3,8.331,0.359,2.995
12/10/2023 14:51:42,4,10.651,0.0,0.001
12/10/2023 14:51:53,1,8.32,0.361,3.002
12/10/2023 14:51:53,2,4.693,0.213,1.0
12/10/2023 14:51:53,3,8.351,0.359,2.999
12/10/2023 14:51:53,4,10.651,0.0,0.002
12/10/2023 14:52:03,1,8.306,0.361,2.999
12/10/2023 14:52:03,2,4.693,0.213,1.0
12/10/2023 14:52:04,3,8.284,0.36,2.983
12/10/2023 14:52:04,4,10.651,0.0,0.001
12/10/2023 14:52:15,1,8.306,0.362,3.003
12/10/2023 14:52:15,2,4.693,0.213,1.0
12/10/2023 14:52:16,3,8.32,0.361,3.003
12/10/2023 14:52:16,4,10.651,0.0,0.001
