Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 13:24:30,2,4.693,0.213,1.0
12/10/2023 13:24:30,3,10.836,0.464,5.03
12/10/2023 13:24:30,4,10.651,0.471,5.014
12/10/2023 13:24:41,2,4.693,0.213,1.0
12/10/2023 13:24:41,3,10.802,0.467,5.042
12/10/2023 13:24:41,4,10.651,0.471,5.014
12/10/2023 13:24:52,2,4.693,0.213,1.0
12/10/2023 13:24:52,3,10.753,0.465,4.997
12/10/2023 13:24:52,4,10.651,0.47,5.009
12/10/2023 13:25:02,2,4.693,0.213,1.0
12/10/2023 13:25:02,3,10.759,0.465,5.003
12/10/2023 13:25:03,4,10.651,0.471,5.014
12/10/2023 13:25:13,2,4.693,0.213,1.0
12/10/2023 13:25:13,3,10.752,0.469,5.037
12/10/2023 13:25:13,4,10.651,0.47,5.011
12/10/2023 13:25:24,2,4.693,0.213,1.0
12/10/2023 13:25:24,3,10.713,0.468,5.009
12/10/2023 13:25:24,4,10.651,0.47,5.011
12/10/2023 13:25:34,2,4.693,0.213,1.0
